symbol,instrument_token,name,generated_date
ENIFTY,194559489,EDELWEISS NIFTY 50 ETF,2026-06-26
MOSERVICE,194560257,MOTILAL OSWAL NIFTY SERVICES SECTOR ETF,2026-06-26
EXCELSOFT,194561793,EXCELSOFT TECHNOLOGIES L,2026-06-26
SUDEEPPHRM,194569985,SUDEEP PHARMA,2026-06-26
GROWWCAPM,194573057,GROWW NIFTY CAPITAL MARKETS ETF,2026-06-26
MOMNC,194573825,MOTILAL OSWAL NIFTY MNC ETF,2026-06-26
JAYKAY,194578689,JAYKAY ENTERPRISES,2026-06-26
SKFINDUS,194585857,SKF IND (INDUSTRIAL),2026-06-26
FABTECH,194592001,FABTECH TECHNOLOGIES,2026-06-26
CLEANMAX,194606849,CLEAN MAX ENVIRO EN SOL L,2026-06-26
SRTL,194608129,SHREE RAM TWISTEX,2026-06-26
AONESILVER,194609409,AONEAMC - AONESILVER,2026-06-26
MARKOLINES,194612225,MARKOLINES PAVEMENT TEC L,2026-06-26
LGEINDIA,194614529,LG ELECTRONICS INDIA,2026-06-26
VIDYAWIRES,194617345,VIDYA WIRES,2026-06-26
MEESHO,194618625,MEESHO,2026-06-26
AEQUS,194619905,AEQUS,2026-06-26
PNGSREVA,194621953,PNGS REVA DIAMOND JEWEL L,2026-06-26
ABSL10BANK,194623233,BIRLASLAMC - ABSL10BANK,2026-06-26
CORONA,194625025,CORONA REMEDIES,2026-06-26
WAKEFIT,194626305,WAKEFIT INNOVATIONS,2026-06-26
LEMERITE,194636801,LE MERITE EXPORTS,2026-06-26
GOLDBND,194643201,BANDHAN GOLD ETF,2026-06-26
SILVERBND,194643969,BANDHAN SILVER ETF,2026-06-26
NEPHROPLUS,194648577,NEPHROCARE HEALTH SERV L,2026-06-26
PARKHOSPS,194649857,PARK MEDI WORLD,2026-06-26
MIDCAPADD,194651137,DSP NIFTY MIDCAP 150 ETF,2026-06-26
SMALLADD,194651905,DSP NIFTY SMALLCAP 250 ETF,2026-06-26
ICICIAMC,194664193,ICICI PRUDENTIAL AMC,2026-06-26
DIVIDEND,194665473,MIRAE ASSET BSE 500 DIVIDEND LEADERS 50 ETF,2026-06-26
TOP20,194666241,MIRAE ASSET NIFTY TOP 20 EQUAL WEIGHT ETF,2026-06-26
KSHINTL,194670849,KSH INTERNATIONAL,2026-06-26
GROWWMETAL,194672129,GROWW NIFTY METAL ETF,2026-06-26
TWCGOLDETF,194683393,THE WEALTH COMPANY GOLD ETF,2026-06-26
BUILDPRO,194712065,SHANKARA BUILDPRO,2026-06-26
NEXT50ADD,194713345,DSP NIFTY NEXT 50 ETF,2026-06-26
ADVAIT,194728193,ADVAIT ENRGY TRANSITION L,2026-06-26
GROWWCHEM,194732289,GROWW NIFTY CHEMICALS ETF,2026-06-26
NEXT50ETF,194741505,KOTAK NIFTY NEXT 50 ETF,2026-06-26
HALDER,194743041,HALDER VENTURE,2026-06-26
BHARATCOAL,194745857,BHARAT COKING COAL,2026-06-26
AMAGI,194749441,AMAGI MEDIA LABS,2026-06-26
OMNI,194781441,OMNITECH ENGINEERING,2026-06-26
GROWWHOSPI,194783745,GROWWAMC - GROWWHOSPI,2026-06-26
KNAGRI,194796289,KN AGRI RESOURCES,2026-06-26
KWIL,194802177,KWALITY WALL'S (INDIA) L,2026-06-26
FRACTAL,194806017,FRACTAL ANALYTICS,2026-06-26
GROWWPSE,194809857,GROWWAMC - GROWWPSE,2026-06-26
AYE,194811137,AYE FINANCE,2026-06-26
HEALTHCARE,194812417,MIRAEAMC - HEALTHCARE,2026-06-26
GICL,194822401,GLOBE INTL CARRIERS,2026-06-26
INFRA,194823681,MIRAEAMC - INFRA,2026-06-26
CEINSYS,194825473,CEINSYS TECH,2026-06-26
DEFENCE,194827777,MIRAEAMC - DEFENCE,2026-06-26
BONLON,194830337,BONLON INDUSTRIES,2026-06-26
ABSLMSCIN,194832897,BIRLASLAMC - ABSLMSCIN,2026-06-26
SBIMIDMOM,194840321,SBIAMC - SBIMIDMOM,2026-06-26
INA,194841345,INSOLATION ENERGY,2026-06-26
SEDEMAC,194855169,SEDEMAC MECHATRONICS,2026-06-26
KRISHNADEF,194865153,KRISHNA DEF AND ALD IND L,2026-06-26
GKSL,194866433,GUJARAT KIDNEY N SUP SP L,2026-06-26
ALGOQUANT,194885121,ALGOQUANT FINTECH,2026-06-26
AEPL,194900481,ARTEMIS ELECTRICALS & P L,2026-06-26
BANK10ADD,194909185,DSPAMC - BANK10ADD,2026-06-26
MARSONS,194914817,MARSONS,2026-06-26
SINGERIND,194923521,SINGER INDIA,2026-06-26
RSL,194928385,RAJPUTANA STAINLESS,2026-06-26
SHADOWFAX,194936065,SHADOWFAX TECHNOLOGIES L,2026-06-26
BCPL,194942465,BCPL RAILWAY INFRA,2026-06-26
HSBCGOLD,194945537,HSBCAMC - HSBCGOLD,2026-06-26
VALUE,194946817,MIRAEAMC - VALUE,2026-06-26
GROWWPSUBK,194947585,GROWWAMC - GROWWPSUBK,2026-06-26
INNOVISION,194951169,INNOVISION,2026-06-26
CMPDI,194964737,CENTRAL MINE P N D INST L,2026-06-26
AMIRCHAND,194987521,AMIR CHAND JAG KUM (E) L,2026-06-26
SAIPARENT,194988801,SAI PARENTERALS,2026-06-26
POWERICA,194990081,POWERICA,2026-06-26
SAHLIBHFI,194992129,SHALIBHADRA FINANCE,2026-06-26
MOBANK10,194993409,MOTILALAMC - MOBANK10,2026-06-26
SBINMID150,195005697,SBIAMC - SBINMID150,2026-06-26
TCC,195024385,TCC CONCEPT,2026-06-26
AARNAV,195026177,AARNAV FASHIONS,2026-06-26
GSPCROP,195133185,GSP CROP SCIENCE,2026-06-26
RMC,195160577,RMC SWITCHGEARS,2026-06-26
OMPOWER,195182593,OM POWER TRANSMISSION,2026-06-26
3BBLACKBIO,195204609,3B BLACKBIO DX,2026-06-26
ABMKNO,195207169,A B M KNOWLEDGEWARE,2026-06-26
ACSTECH,195208449,A C S TECHNOLOGIES,2026-06-26
AKCAPIT,195209729,A K CAPITAL SERVICES,2026-06-26
AMBALALSA,195211009,AMBALAL SARABHAI ENT L,2026-06-26
ASHIKA,195212289,ASHIKA CREDIT CAPITAL L,2026-06-26
ASTAR,195213569,ASIAN STAR CO.,2026-06-26
BAJAJST,195216129,BAJAJ STEEL INDS.,2026-06-26
BATLIBOI,195217409,BATLIBOI,2026-06-26
BEEKAY,195218689,BEEKAY STEEL INDS.,2026-06-26
BENGALASM,195219969,BENGAL & ASSAM CO.,2026-06-26
BI,195221249,BILCARE,2026-06-26
BIMETAL,195222529,BIMETAL BEARINGS,2026-06-26
BIRLAPREC,195223809,BIRLA PRECISION TECH L,2026-06-26
BLIL,195226369,BALMER LAWRIE INVSTS. L,2026-06-26
BNALTD,195228929,B & A,2026-06-26
BTTL,195230209,BHILWARA TECHNICAL TEXT L,2026-06-26
COCKERILL,195231489,JOHN COCKERILL INDIA,2026-06-26
COMFINTE,195232769,COMFORT INTECH,2026-06-26
DECNGOLD,195235329,DECCAN GOLD MINES,2026-06-26
DISAQ,195236609,DISA INDIA,2026-06-26
DRAGARWQ,195237889,DR. AGARWAL'S EYE HOSP L,2026-06-26
ELANTAS,195239169,ELANTAS BECK INDIA,2026-06-26
ELCIDIN,195240449,ELCID INVESTMENTS,2026-06-26
ELITECON,195241729,ELITECON INTERNATIONAL L,2026-06-26
FEDDERSHOL,195244801,FEDDERS HOLDING,2026-06-26
FERMENTA,195246081,FERMENTA BIOTECH,2026-06-26
FRONTSP,195247361,FRONTIER SPRINGS,2026-06-26
GNRL,195248641,GUJARAT NATURAL RES L,2026-06-26
GRANDOAK,195249921,GRAND OAK CANYONS DIST L,2026-06-26
GRAVISSHO,195251201,GRAVISS HOSPITALITY,2026-06-26
HBESD,195254273,H B ESTATE DEVELOPERS L,2026-06-26
INDPRUD,195255553,INDUSTRIAL & PRU INV CO L,2026-06-26
INVPRECQ,195256833,INVESTMENT & PREC CAST L,2026-06-26
IWP,195258113,INDIAN WOOD PRODUCTS CO L,2026-06-26
KAMAHOLD,195259393,KAMA HOLDINGS,2026-06-26
KIRANVYPAR,195261953,KIRAN VYAPAR,2026-06-26
KOTIC,195264513,KOTHARI INDUSTRIAL CORP L,2026-06-26
KPL,195265793,KWALITY PHARMACEUTICALS L,2026-06-26
LAHOTIOV,195267073,LAHOTI OVERSEAS,2026-06-26
MADHAVIPL,195268353,MADHAV INFRA PROJECTS L,2026-06-26
MAFATIND,195269633,MAFATLAL INDUSTRIES,2026-06-26
MAJESAUT,195270913,MAJESTIC AUTO,2026-06-26
MENNPIS,195273473,MENON PISTONS,2026-06-26
MERCANTILE,195274753,MERCANTILE VENTURES,2026-06-26
METROGLOBL,195276033,METROGLOBAL,2026-06-26
NATIONSTD,195278593,NATIONAL STAND (INDIA) L,2026-06-26
NEAGI,195279873,NEELAMALAI AGRO INDS. L,2026-06-26
NILE,195281153,NILE,2026-06-26
NITTAGELA,195282945,NITTA GELATIN INDIA,2026-06-26
PIONRINV,195284225,PIONEER INVESTCORP,2026-06-26
PML,195285505,PAUL MERCHANTS,2026-06-26
PRADPME,195286785,PRADEEP METALS,2026-06-26
PRAVEG,195288065,PRAVEG,2026-06-26
PREMCO,195289345,PREMCO GLOBAL,2026-06-26
QUINT,195290625,QUINT DIGITAL,2026-06-26
RAJPALAYAM,195291905,RAJAPALAYAM MILLS,2026-06-26
RRIL,195293185,R R I L,2026-06-26
RSDFIN,195294465,R S D FINANCE,2026-06-26
SAPPL,195295745,SHREE AJIT PULP & PAPER L,2026-06-26
SAYAJIHOTL,195297025,SAYAJI HOTELS,2026-06-26
SCANSTL,195298305,SCAN STEELS,2026-06-26
SEIL,195299585,SHANTI EDU INITIATIVES L,2026-06-26
SHARDUL,195300865,SHARDUL SECURITIES,2026-06-26
SHBAJRG,195302145,SHRI BAJRANG ALLIANCE L,2026-06-26
SHINDL,195303425,SHARAT INDUSTRIES,2026-06-26
SHRIKRISH,195304705,SHRI KRISHNA DEVCON,2026-06-26
SIKA,195305985,SIKA INTERPLANT SYSTEMS L,2026-06-26
SONAL,195307265,SONAL MERCANTILE,2026-06-26
SURYALA,195308545,SURYALATA SPINNING MILL L,2026-06-26
TAALTECH,195309825,TAAL TECH,2026-06-26
TAMBOLIIN,195311105,TAMBOLI INDUSTRIES,2026-06-26
TECHNVISN,195312385,TECHNVISION VENTURES,2026-06-26
THAKDEV,195314945,THAKKERS DEVELOPERS,2026-06-26
TIMEX,195316225,TIMEX GROUP INDIA,2026-06-26
ULTRAMAR,195318017,ULTRAMARINE & PIGMENTS L,2026-06-26
VELJAN,195319297,VELJAN DENISON,2026-06-26
WELSPLSOL,195320577,WELSPUN SPECIALTY SOL L,2026-06-26
WPIL,195322369,W P I L,2026-06-26
ZSARACOM,195324161,SARASWATI COMM (INDIA) L,2026-06-26
KISSHT,195403265,ONEMI TECHNOLOGY SOL,2026-06-26
GRADIENTE,195404545,GRADIENTE INFOTAINMENT L,2026-06-26
FMCGADD,195463681,DSPAMC - FMCGADD,2026-06-26
FMCGADINAV,195464449,DSPAMC - FMCGADINAV,2026-06-26
ENEXT50,195466241,EDELAMC - ENEXT50,2026-06-26
SBISMLETF,195467009,SBIAMC - SBISMLETF,2026-06-26
SBIVALETF,195467777,SBIAMC - SBIVALETF,2026-06-26
ENEXTINAV,195468545,EDELAMC - ENEXTINAV,2026-06-26
SBIVALINAV,195468801,SBIAMC - SBIVALINAV,2026-06-26
SBISMLINAV,195469057,SBIAMC - SBISMLINAV,2026-06-26
PVTBKGROWW,195474433,GROWWAMC - PVTBKGROWW,2026-06-26
PTBKGRINAV,195475713,GROWWAMC - PTBKGRINAV,2026-06-26
MSCI360,195482113,360ONEAMC - MSCI360,2026-06-26
MSC360INAV,195482881,360ONEAMC - MSC360INAV,2026-06-26
