symbol,instrument_token,name,generated_date
SUTLEJTEX,3533057,SUTLEJ TEXT & INDUS,2026-06-26
GREENPANEL,3535361,GREENPANEL INDUSTRIES,2026-06-26
KAMOPAINTS,3536385,KAMDHENU VENTURES,2026-06-26
LTFOODS,3536897,LT FOODS,2026-06-26
RUCHIRA,3538177,RUCHIRA PAPERS,2026-06-26
SOBHA,3539457,SOBHA,2026-06-26
DONEAR,3542785,DONEAR IND.,2026-06-26
MMFL,3544065,MM FORGINGS,2026-06-26
AARTIPHARM,3550209,AARTI PHARMALABS,2026-06-26
KUANTUM,3550721,KUANTUM PAPERS,2026-06-26
JINDRILL,3552001,JINDAL DRILLING IND.,2026-06-26
BANCOINDIA,3553281,BANCO PRODUCTS (I),2026-06-26
ARIHANT,3554561,ARIHANT FOUN & HOU,2026-06-26
HIRECT,3555841,HIND RECTIFIER,2026-06-26
CREST,3558401,CREST VENTURES,2026-06-26
PLASTIBLEN,3563521,PLASTIBLENDS INDIA,2026-06-26
NFL,3564801,NATIONAL FERT.,2026-06-26
PRAENG,3568897,PRAJAY ENG. SYN.,2026-06-26
LIQUID1,3571201,KOTAK NIFTY 1D RATE LIQUID ETF,2026-06-26
PARACABLES,3571457,PARAMOUNT COMM,2026-06-26
KOTLIQINAV,3572737,KOTAKMAMC - KOTLIQINAV,2026-06-26
HBLENGINE,3575297,HBL ENGINEERING,2026-06-26
TANLA,3577857,TANLA PLATFORMS,2026-06-26
JASH,3579393,JASH ENGINEERING,2026-06-26
ABSLBANETF,3580673,ADITYA BIRLA SUN LIFE NIFTY BANK ETF,2026-06-26
ZEEMEDIA,3584769,ZEE MEDIA CORPORATION,2026-06-26
AVTNPL,3586049,AVT NATURAL PRODUCTS,2026-06-26
LUMAXTECH,3587585,LUMAX AUTO TECH,2026-06-26
VEEDOL,3588865,VEEDOL CORPORATION,2026-06-26
SARLAPOLY,3595009,SARLA PERF. FIBERS,2026-06-26
SANGHVIMOV,3598849,SANGHVI MOVERS,2026-06-26
WANBURY,3600129,WANBURY,2026-06-26
SAGCEM,3601409,SAGAR CEMENTS,2026-06-26
IGPL,3606017,I G PETROCHEMICALS,2026-06-26
SIYSIL,3608577,SIYARAM SILK MILLS,2026-06-26
PTL,3609857,PTL ENTERPRISES,2026-06-26
NETWORK18,3612417,NETWORK18 MEDIA & INV,2026-06-26
GANDHITUBE,3613697,GANDHI SPL. TUBES,2026-06-26
PITTIENG,3618305,PITTI ENGINEERING,2026-06-26
SBGLP,3619585,SURATWWALA BUS GROUP,2026-06-26
BTML,3622401,BODHI TREE MULTIMEDIA,2026-06-26
UNOMINDA,3623425,UNO MINDA,2026-06-26
IZMO,3628545,IZMO,2026-06-26
NSLNISP,3630081,NMDC STEEL,2026-06-26
TIMKEN,3634689,TIMKEN INDIA,2026-06-26
HUBTOWN,3635969,HUBTOWN,2026-06-26
CTE,3639809,CAMBRIDGE TECH ENTER,2026-06-26
TIIL,3641089,TECHNOCRAFT IND,2026-06-26
HDFCBSE500,3642881,HDFC BSE 500 ETF,2026-06-26
HDFCSML250,3643649,HDFC NIFTY SMALLCAP 250 ETF,2026-06-26
HDFCMID150,3644417,HDFC NIFTY MIDCAP 150 ETF,2026-06-26
HBS500INAV,3645185,HDFCAMC - HBS500INAV,2026-06-26
HMI150INAV,3645697,HDFCAMC - HMI150INAV,2026-06-26
HSM250INAV,3646209,HDFCAMC - HSM250INAV,2026-06-26
TVSSRICHAK,3646721,TVS SRICHAKRA,2026-06-26
REDINGTON,3649281,REDINGTON,2026-06-26
PGIL,3650561,PEARL GLOBAL IND,2026-06-26
ORIENTBELL,3655169,ORIENT BELL,2026-06-26
GOLDETF,3657217,MIRAE ASSET GOLD ETF,2026-06-26
MAGOLDINAV,3657985,MIRAEAMC - MAGOLDINAV,2026-06-26
VIYASH,3659777,VIYASH SCIENTIFIC,2026-06-26
PFC,3660545,POWER FIN CORP,2026-06-26
FSL,3661825,FIRSTSOURCE SOLU.,2026-06-26
OSWALSEEDS,3662081,SHREEOSWAL S AND CHE,2026-06-26
INDIANB,3663105,INDIAN BANK,2026-06-26
TTL,3664385,T T,2026-06-26
TFL,3665665,TRANSWARRANTY FIN.,2026-06-26
SMSPHARMA,3668225,SMS PHARMACEUTICALS,2026-06-26
HSCL,3669505,HIMADRI SPECIALITY CHEM L,2026-06-26
GANESHHOU,3670785,GANESH HOUSING,2026-06-26
ORIENTALTL,3672577,ORIENTAL TRIMEX,2026-06-26
APOLLOPIPE,3676417,APOLLO PIPES,2026-06-26
IDEA,3677697,VODAFONE IDEA,2026-06-26
POCL,3682561,PONDY OXIDES & CHEM,2026-06-26
AMDIND,3685889,AMD INDUSTRIES,2026-06-26
RAJTV,3687169,RAJ TV NETWORK,2026-06-26
PAGEIND,3689729,PAGE INDUSTRIES,2026-06-26
ASTRAL,3691009,ASTRAL,2026-06-26
LAOPALA,3692289,LA OPALA RG,2026-06-26
GOLDBEES,3693569,NIPPON INDIA ETF GOLD BEES,2026-06-26
JKTYRE,3695361,JK TYRE & INDUSTRIES,2026-06-26
NAHARPOLY,3697921,NAHAR POLY FILMS,2026-06-26
EMBDL,3699201,EMBASSY DEVELOPMENTS,2026-06-26
LEXUS,3701505,LEXUS GRANITO (INDIA),2026-06-26
KIRLFER,3703297,KIRLOSKAR FERROUS IND,2026-06-26
DIVGIITTS,3706625,DIVGI TORQTRANSFER SYST L,2026-06-26
GOKULAGRO,3706881,GOKUL AGRO RESOURCES,2026-06-26
THEMISMED,3708161,THEMIS MEDICARE,2026-06-26
NCLIND,3709441,NCL INDUSTRIES,2026-06-26
BALAMINES,3712257,BALAJI AMINES,2026-06-26
BANSWRAS,3714817,BANSWARA SYNTEX,2026-06-26
ABSLLIQUID,3716609,ADITYA BIRLA SUN LIFE CRISIL LIQUID OVERNIGHT ETF,2026-06-26
ICRA,3717889,ICRA,2026-06-26
ABSLLQINAV,3718145,BIRLASLAMC - ABSLLQINAV,2026-06-26
GOLDBETA,3720961,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,2026-06-26
NDLVENTURE,3724033,NDL VENTURES,2026-06-26
PHOENIXLTD,3725313,THE PHOENIX MILLS,2026-06-26
AROGRANITE,3726593,ARO GRANITE IND.,2026-06-26
ZENITHSTL,3727873,ZENITH STEEL PIP IND,2026-06-26
BFUTILITIE,3729153,BF UTILITIES,2026-06-26
SRHHYPOLTD,3732993,SREE RAYALSEEMA HHP,2026-06-26
PSUBNKIETF,3733505,ICICI PRUDENTIAL NIFTY PSU BANK ETF,2026-06-26
PSBKICINAV,3734785,ICICIPRAMC - PSBKICINAV,2026-06-26
FORTIS,3735553,FORTIS HEALTHCARE,2026-06-26
ALPHAGEO,3736833,ALPHAGEO (INDIA),2026-06-26
GSLSU,3737345,GLOBAL SURFACES,2026-06-26
WEBELSOLAR,3738113,WEBSOL ENERGY SYSTEM,2026-06-26
TGBHOTELS,3739393,TGB BANQUETS&HOTELS,2026-06-26
INSECTICID,3752193,INSECTICIDES (I),2026-06-26
KMSUGAR,3754753,K M SUGAR MILLS,2026-06-26
NAVINFLUOR,3756033,NAVIN FLUORINE INT.,2026-06-26
GUJAPOLLO,3757313,GUJ. APOLLO IND.,2026-06-26
GOACARBON,3759873,GOA CARBON,2026-06-26
NAGREEKEXP,3763713,NAGREEKA EXPORTS,2026-06-26
TIMETECHNO,3764993,TIME TECHNOPLAST,2026-06-26
HGS,3766273,HINDUJA GLOBAL SOLS.,2026-06-26
DLF,3771393,DLF,2026-06-26
AXSENSEX,3773953,AXIS BSE SENSEX ETF,2026-06-26
ADVANIHOTR,3774721,ADVANI HOT.& RES.(I),2026-06-26
AXSNSXINAV,3774977,AXISAMC - AXSNSXINAV,2026-06-26
NELCAST,3778817,NELCAST,2026-06-26
V2RETAIL,3780097,V2 RETAIL,2026-06-26
TARMAT,3781377,TARMAT,2026-06-26
LOWVOL,3785217,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF,2026-06-26
SPARC,3785729,SUN PHARMA ADV.RES.CO.LTD,2026-06-26
MNV30FINAV,3791617,MIRAEAMC - MNV30FINAV,2026-06-26
ADSL,3792129,ALLIED DIGITAL SERV.,2026-06-26
WSI,3795969,W.S.INDUSTRIES (I),2026-06-26
DECCANCE,3798529,DECCAN CEMENTS,2026-06-26
ALPA,3801089,ALPA LABORATORIES,2026-06-26
OMAXE,3802369,OMAXE,2026-06-26
GOLD1,3803649,KOTAK GOLD ETF,2026-06-26
USK,3806977,UDAYSHIVAKUMAR INFRA,2026-06-26
ASIANTILES,3811585,ASIAN GRANITO IND.,2026-06-26
AKI,3811841,AKI INDIA,2026-06-26
CENTRALBK,3812865,CENTRAL BANK OF INDIA,2026-06-26
SAHYADRI,3814401,SAHYADRI INDUSTRIES,2026-06-26
KDDL,3816449,KDDL,2026-06-26
KPRMILL,3817473,KPR MILL,2026-06-26
PURVA,3820033,PURAVANKARA,2026-06-26
LAL,3820545,LORENZINI APPARELS,2026-06-26
CIEINDIA,3823873,CIE AUTOMOTIVE INDIA,2026-06-26
GSEC10YEAR,3824129,MIRAE ASSET NIFTY 8-13 YR G-SEC ETF,2026-06-26
MOTILALOFS,3826433,MOTILAL OSWAL FIN,2026-06-26
MAG813INAV,3827969,MIRAEAMC - MAG813INAV,2026-06-26
MAGNUM,3828993,MAGNUM VENTURES,2026-06-26
CSBBANK,3831297,CSB BANK,2026-06-26
KSCL,3832833,KAVERI SEED CO.,2026-06-26
POWERGRID,3834113,POWER GRID CORP.,2026-06-26
CENTUM,3835393,CENTUM ELECTRONICS,2026-06-26
CCCL,3837953,CONS. CONST. CONSORT,2026-06-26
SUPREMEINF,3840513,SUPREME INFRA.,2026-06-26
MAANALU,3844353,MAAN ALUMINIUM,2026-06-26
PSUBNKBEES,3848193,NIPPON INDIA ETF PSU BANK BEES,2026-06-26
BAJAJELEC,3848705,BAJAJ ELECT.LTD,2026-06-26
CERA,3849985,CERA SANITARYWARE,2026-06-26
DELTACORP,3851265,DELTA CORP,2026-06-26
ENERGYDEV,3852545,ENERGY DEVE. CO.LTD,2026-06-26
AVALON,3854849,AVALON TECHNOLOGIES,2026-06-26
PSUBANK,3855617,KOTAK NIFTY PSU BANK ETF,2026-06-26
BLAL,3857153,BEML LAND ASSETS,2026-06-26
RELIGARE,3857409,RELIGARE ENTER.,2026-06-26
BVCL,3858689,BARAK VALLEY CEM.,2026-06-26
ADANIPORTS,3861249,ADANI PORT & SEZ,2026-06-26
SILVERBETA,3861761,UTI SILVER ETF,2026-06-26
SILETFINAV,3864065,UTIAMC - SILETFINAV,2026-06-26
EDELWEISS,3870465,EDELWEISS FIN SERV,2026-06-26
KOLTEPATIL,3871745,KOLTE PATIL DEV.,2026-06-26
RGL,3873025,RENAISSANCE GLOBAL,2026-06-26
KAUSHALYA,3874817,KAUSHALYA INFRA DEV,2026-06-26
COLPAL,3876097,COLGATE PALMOLIVE,2026-06-26
JYOTHYLAB,3877377,JYOTHY LABS,2026-06-26
MADHAV,3878657,MADHAV MARBLE & GRANITE,2026-06-26
KALYANIFRG,3879937,KALYANI FORGE,2026-06-26
RHL,3880193,ROBUST HOTELS,2026-06-26
TARIL,3884545,TRANS & RECTI.,2026-06-26
ECLERX,3885825,ECLERX SERVICES,2026-06-26
KIRLPNU,3886081,KIRLOSKAR PNEUMATIC COM L,2026-06-26
BRIGADE,3887105,BRIGADE ENTER.,2026-06-26
MANAKSIA,3890945,MANAKSIA,2026-06-26
ARIES,3892225,ARIES AGRO,2026-06-26
PPAP,3893505,PPAP AUTOMOTIVE,2026-06-26
DVL,3894785,DHUNSERI VENTURES,2026-06-26
UJJIVANSFB,3898369,UJJIVAN SMALL FINANC BANK,2026-06-26
LICNFNHGP,3898625,LIC MF NIFTY 100 ETF,2026-06-26
AMBIKCO,3899905,AMBIKA COTTON MILL,2026-06-26
BIRLAMONEY,3901185,ADITYA BIRLA MONEY,2026-06-26
KAVDEFENCE,3902465,KAVVERI DFS & WIR TEC,2026-06-26
CEATLTD,3905025,CEAT,2026-06-26
RPOWER,3906305,RELIANCE POWER,2026-06-26
JKIL,3908097,JKUMAR INFR.LTD.,2026-06-26
ONMOBILE,3911169,ONMOBILE GLOBAL,2026-06-26
KNRCON,3912449,KNR CONSTRU,2026-06-26
VIRINCHI,3915521,VIRINCHI,2026-06-26
BANG,3917569,BANG OVERSEAS,2026-06-26
SEPC,3918849,SEPC,2026-06-26
IRB,3920129,IRB INFRA DEV,2026-06-26
QGOLDHALF,3924481,QUANTUM GOLD FUND,2026-06-26
NMDC,3924993,NMDC,2026-06-26
RAIN,3926273,RAIN INDUSTRIES,2026-06-26
SHALPAINTS,3927553,SHALIM PAINTS,2026-06-26
RECLTD,3930881,REC,2026-06-26
GOLDADD,3931137,DSP GOLD ETF,2026-06-26
NAHARCAP,3932161,NAHAR CAP & FIN.,2026-06-26
VGUARD,3932673,V-GUARD IND,2026-06-26
DSPGOINAV,3932929,DSPAMC - DSPGOLDETF,2026-06-26
PDMJEPAPER,3936513,PUDUMJEE PAPER PRO.,2026-06-26
MANKIND,3937281,MANKIND PHARMA,2026-06-26
EIHAHOTELS,3942145,EIH ASSOCIATED HOTELS - OBEROI HOTELS,2026-06-26
ATAM,3943425,ATAM VALVES,2026-06-26
NESCO,3944705,NESCO,2026-06-26
TITAGARH,3945985,TITAGARH RAIL SYSTEMS,2026-06-26
ACL,3947521,ANDHRA CEMENTS,2026-06-26
HCG,3982081,HEALTHCARE GLOB. ENT.,2026-06-26
AVG,3990785,AVG LOGISTICS,2026-06-26
ATALREAL,4006145,ATAL REALTECH,2026-06-26
PIGL,4023297,POWER INSTRUMENT (G),2026-06-26
HINDWAREAP,4066049,HINDWARE HME INOVATON,2026-06-26
PRINCEPIPE,4107521,PRINCE PIPES FITTINGS,2026-06-26
BHARATWIRE,4127489,BHARAT WIRE ROPES,2026-06-26
CCAVENUE,4159745,AVENUESAI,2026-06-26
EBBETF0430,4160769,BHARAT BOND ETF - APRIL 2030,2026-06-26
PANACHE,4170753,PANACHE DIGILIFE,2026-06-26
MMP,4197121,MMP INDUSTRIES,2026-06-26
KIRIINDUS,4259585,KIRI INDUSTRIES,2026-06-26
SIGMA,4264449,SIGMA SOLVE,2026-06-26
BAJAJFINSV,4268801,BAJAJ FINSERV,2026-06-26
PTCIL,4270593,PTC INDUSTRIES,2026-06-26
GHCLTEXTIL,4274177,GHCL TEXTILES,2026-06-26
GOKUL,4276481,GOKUL REFOILS & SOLV,2026-06-26
UBL,4278529,UNITED BREWERIES,2026-06-26
ALMONDZ,4280065,ALMONDZ GLOBAL SEC,2026-06-26
RPGLIFE,4281601,RPG LIFE SCIENCES,2026-06-26
MKPL,4284417,M K PROTEINS,2026-06-26
SILVERAG,4294913,MIRAE ASSET SILVER ETF,2026-06-26
MASILINAV,4295681,MIRAEAMC - MASILINAV,2026-06-26
GVT&D,4296449,GE VERNOVA T&D INDIA,2026-06-26
ARCHIDPLY,4299521,ARCHIDPLY IND.,2026-06-26
LOTUSEYE,4302593,LOTUS EYE HOSP & INST L,2026-06-26
QNIFTY,4305665,QUANTUM NIFTY 50 ETF,2026-06-26
VINYLINDIA,4306177,VINYL CHEMICALS (I),2026-06-26
IKIO,4306433,IKIO TECHNOLOGIES,2026-06-26
KOKUYOCMLN,4307713,KOKUYO CAMLIN,2026-06-26
SINDHUTRAD,4315905,SINDHU TRADE LINKS,2026-06-26
LPDC,4316929,LANDMARK PR.DEV.CO.LTD,2026-06-26
SICAGEN,4320001,SICAGEN INDIA,2026-06-26
DPWIRES,4326401,D P WIRES,2026-06-26
TOUCHWOOD,4328449,TOUCHWOOD ENTERTAIN,2026-06-26
ARTEMISMED,4329729,ARTEMIS MED SERVICE,2026-06-26
ZFCVINDIA,4330241,ZF COM VE CTR SYS IND,2026-06-26
20MICRONS,4331777,20 MICRONS,2026-06-26
HDFCNIINAV,4332033,HDFCAMC - HDFCNIINAV,2026-06-26
INDBANK,4334849,INDBANK MERCH BANK,2026-06-26
ASHOKAMET,4337409,ASHOKA METCAST,2026-06-26
COUNCODOS,4348417,COUNTRY CONDO S,2026-06-26
TPHQ,4350977,TEAMO PRODUCTIONS HQ,2026-06-26
PATANJALI,4359425,PATANJALI FOODS,2026-06-26
THYROCARE,4360193,THYROCARE TECH,2026-06-26
SHARIABEES,4363265,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,2026-06-26
HMAAGRO,4365569,HMA AGRO INDUSTRIES,2026-06-26
URAVIDEF,4370177,URAVI DEFENCE &TECH,2026-06-26
CROMPTON,4376065,CROMPT GREA CON ELEC,2026-06-26
SUMICHEM,4378881,SUMITOMO CHEM INDIA,2026-06-26
PARAGMILK,4385281,PARAG MILK FOODS,2026-06-26
AARTECH,4389121,AARTECH SOLONICS,2026-06-26
MIDCAPIETF,4390913,ICICI PRUDENTIAL NIFTY MIDCAP 150 ETF,2026-06-26
NEXT50,4398337,MIRAE ASSET NIFTY NEXT 50 ETF,2026-06-26
SHRIPISTON,4399617,SHRIRAM PIST. & RING,2026-06-26
CYIENTDLM,4399873,CYIENT DLM,2026-06-26
PAKKA,4402433,PAKKA,2026-06-26
ITADD,4404993,DSP NIFTY IT ETF,2026-06-26
DSPNITINAV,4407553,DSPAMC - DSPNITINAV,2026-06-26
ALBERTDAVD,4417537,ALBERT DAVID,2026-06-26
ARMANFIN,4419329,ARMAN FIN SERV,2026-06-26
ASPINWALL,4421121,ASPINWALL & CO,2026-06-26
SENCO,4421377,SENCO GOLD,2026-06-26
SETFGOLD,4421633,SBI GOLD ETF,2026-06-26
BLS,4423425,BLS INTL SERVS,2026-06-26
AJMERA,4430593,AJMERA REALTY & INF I,2026-06-26
LLOYDSME,4432129,LLOYDS METALS N ENERGY L,2026-06-26
MHRIL,4437249,MAHINDRA HOLIDAYS,2026-06-26
SALONA,4441857,SALONA COTSPIN,2026-06-26
GKWLIMITED,4443393,GKW,2026-06-26
UTKARSHBNK,4443649,UTKARSH SMALL FIN BANK L,2026-06-26
VINATIORGA,4445185,VINATI ORGANICS,2026-06-26
LANDSMILL,4448257,LANDSMILL GREEN,2026-06-26
ADANIPOWER,4451329,ADANI POWER,2026-06-26
SETF10GILT,4453121,SBI NIFTY 10 YR BENCHMARK G-SEC ETF,2026-06-26
PREMEXPLN,4453633,PREMIER EXPLOSIVES,2026-06-26
NHPC,4454401,NHPC,2026-06-26
BANKETF,4459265,MIRAE ASSET NIFTY BANK ETF,2026-06-26
GLOBUSSPR,4460545,GLOBUS SPIRITS,2026-06-26
BNKETFINAV,4461057,MIRAEAMC - BNKETFINAV,2026-06-26
NETWEB,4462849,NETWEB TECH INDIA,2026-06-26
OIL,4464129,OIL INDIA,2026-06-26
NV20IETF,4473601,ICICI PRUDENTIAL NIFTY50 VALUE 20 ETF,2026-06-26
CONTROLPR,4474113,CONTROL PRINT,2026-06-26
EXPLEOSOL,4476417,EXPLEO SOLUTIONS,2026-06-26
INCREDIBLE,4481793,INCREDIBLE INDUSTRIES,2026-06-26
RTNPOWER,4485121,RATTANINDIA POWER,2026-06-26
MAHASTEEL,4486913,MAHAMAYA STEEL INDS,2026-06-26
MGL,4488705,MAHANAGAR GAS,2026-06-26
DAMODARIND,4490497,DAMODAR INDUSTRIES,2026-06-26
AMRUTANJAN,4492033,AMRUTAJAN HEALTH,2026-06-26
LIQUID,4498433,MIRAE ASSET NIFTY 1D RATE LIQUID ETF-IDCW,2026-06-26
LIQIDINAV,4499201,MIRAEAMC - LIQIDINAV,2026-06-26
PVTBANKADD,4499457,DSP NIFTY PRIVATE BANK ETF,2026-06-26
ASALCBR,4505089,ASSO ALCOHOLS & BREW,2026-06-26
MAHEPC,4506369,MAHINDRA EPC IRRIG,2026-06-26
SENSEXADD,4508929,DSP BSE SENSEX ETF,2026-06-26
PSUBANKADD,4509697,DSP NIFTY PSU BANK ETF,2026-06-26
DSPPVBINAV,4510465,DSPAMC - DSPPVBINAV,2026-06-26
DSPPSBINAV,4510721,DSPAMC - DSPPSBINAV,2026-06-26
DSPSENINAV,4510977,DSPAMC - DSPSENINAV,2026-06-26
MOLDTECH,4512001,MOLD-TEK TECHNOLOGIES,2026-06-26
ZYDUSWELL,4514561,ZYDUS WELLNESS,2026-06-26
SUNTECK,4516097,SUNTECK REALTY,2026-06-26
POKARNA,4518657,POKARNA,2026-06-26
ALOKINDS,4524801,ALOK INDUSTRIES,2026-06-26
GPTINFRA,4527361,GPT INFRAPROJECTS,2026-06-26
LTGILTBEES,4531201,NIPPON INDIA ETF LONG TERM GILT,2026-06-26
MIDSELIETF,4531713,ICICI PRUDENTIAL BSE MIDCAP SELECT ETF,2026-06-26
QUESS,4532225,QUESS CORP,2026-06-26
DEN,4536833,DEN NETWORKS,2026-06-26
ASTEC,4538369,ASTEC LIFESCIENCES,2026-06-26
YATHARTH,4540929,YATHARTH HOSP & TRA C S L,2026-06-26
NIITMTS,4543233,NIIT LEARNING SYSTEMS,2026-06-26
SHILPAMED,4544513,SHILPA MEDICARE,2026-06-26
SARDAEN,4546049,SARDA ENERGY & MIN,2026-06-26
REFEX,4547585,REFEX INDUSTRIES,2026-06-26
GROBTEA,4549121,THE GROB TEA COMPANY,2026-06-26
ATL,4551169,ALLCARGO TERMINALS,2026-06-26
SOMICONVEY,4555265,SOMI CONVEYOR BELT.,2026-06-26
TREL,4555521,TRANSINDIA REAL ESTATE L,2026-06-26
LLOYDSENGG,4557057,LLOYDS ENGG WORK,2026-06-26
QUAL30IETF,4558849,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF,2026-06-26
LTM,4561409,LTM,2026-06-26
ICIQ30INAV,4562433,ICICIPRAMC - ICIQ30INAV,2026-06-26
AHLUCONT,4565249,AHLUWALIA CONT IND,2026-06-26
GILLANDERS,4566785,GILLANDERS ARBUTHNOT,2026-06-26
DLINKINDIA,4569857,D-LINK INDIA,2026-06-26
REDTAPE,4571905,REDTAPE,2026-06-26
JSWENERGY,4574465,JSW ENERGY,2026-06-26
GODREJPROP,4576001,GODREJ PROPERTIES,2026-06-26
DBCORP,4577537,D.B.CORP,2026-06-26
GATECH,4579329,GACM TECHNOLOGIES,2026-06-26
ABBOTINDIA,4583169,ABBOTT INDIA,2026-06-26
GEEKAYWIRE,4588033,GEEKAY WIRES,2026-06-26
BAYERCROP,4589313,BAYER CROPSCIENCE,2026-06-26
BEARDSELL,4590849,BEARDSELL,2026-06-26
HINDCOPPER,4592385,HINDUSTAN COPPER,2026-06-26
COHANCE,4593921,COHANCE LIFESCIENCES,2026-06-26
MMTC,4596993,MMTC,2026-06-26
NESTLEIND,4598529,NESTLE INDIA,2026-06-26
SBICARD,4600577,SBI CARDS & PAY SER,2026-06-26
TRF,4604673,TRF,2026-06-26
UNITEDTEA,4607745,UNITED NILGIRI TEA,2026-06-26
WHIRLPOOL,4610817,WHIRLPOOL OF INDIA,2026-06-26
SBFC,4614657,SBFC FINANCE,2026-06-26
ADVENZYMES,4617985,ADVANCED ENZYME TECH,2026-06-26
MINDTECK,4620545,MINDTECK (INDIA),2026-06-26
CONCORDBIO,4623361,CONCORD BIOTECH,2026-06-26
DBL,4630017,DILIP BUILDCON,2026-06-26
JUBLFOOD,4632577,JUBILANT FOODWORKS,2026-06-26
NIFTY1,4634113,KOTAK NIFTY 50 ETF,2026-06-26
THANGAMAYL,4638209,THANGAMAYIL JEWELLERY,2026-06-26
SRGHFL,4638465,SRG HOUSING FINANCE L,2026-06-26
YASHO,4641537,YASHO INDUSTRIES,2026-06-26
DOLPHIN,4643585,DOLPHIN OFF ENT (IND) L,2026-06-26
EMMBI,4644353,EMMBI INDUSTRIES,2026-06-26
JIOFIN,4644609,JIO FIN SERVICES,2026-06-26
TVSSCS,4646657,TVS SUPPLY CHAIN SOL L,2026-06-26
HATHWAY,4647425,HATHWAY CABLE & DATACOM,2026-06-26
ORIENTLTD,4661249,ORIENT PRESS,2026-06-26
TEXMOPIPES,4662785,TEXMO PIPE & PRODUCTS,2026-06-26
MANINFRA,4665857,MAN INFRA,2026-06-26
LORDSCHLO,4667393,LORDS CHLORO ALKALI,2026-06-26
PYRAMID,4672001,PYRAMID TECHNOPLAST,2026-06-26
SPAL,4672513,S. P. APPARELS,2026-06-26
AEROFLEX,4676609,AEROFLEX INDUSTRIES,2026-06-26
HDFCLIQUID,4679425,HDFC NIFTY 1D RATE LIQUID ETF - GROWTH,2026-06-26
HDFLIQINAV,4680193,HDFCAMC - HDFLIQINAV,2026-06-26
HNGSNGBEES,4680705,NIPPON INDIA ETF HANG SENG BEES,2026-06-26
IVZINGOLD,4682753,INVESCO INDIA GOLD EXCHANGE TRADED FUND,2026-06-26
LGBBROSLTD,4690177,LG BALAKRISHNAN & BROS,2026-06-26
MIDCAPBETA,4696833,UTI NIFTY MIDCAP 150 ETF,2026-06-26
NIM150INAV,4698369,UTIAMC - NIM150INAV,2026-06-26
SANDUMA,4699905,SANDUR MANG & IRON ORES L,2026-06-26
PERSISTENT,4701441,PERSISTENT SYSTEMS,2026-06-26
NDGL,4702977,NAGA DHUNSERI GROUP,2026-06-26
RBLBANK,4708097,RBL BANK,2026-06-26
RISHABH,4714753,RISHABH INSTRUMENTS,2026-06-26
ASIANHOTNR,4716033,ASIAN HOTELS (NORTH),2026-06-26
RATNAVEER,4716289,RATNAVEER PRECISION ENG L,2026-06-26
BIGBLOC,4718337,BIGBLOC CONSTRUCTION,2026-06-26
POWERINDIA,4724993,HITACHI ENERGY INDIA,2026-06-26
ISFT,4730625,INTRASOFT TECH.,2026-06-26
TVVISION,4737025,TV VISION,2026-06-26
CUPID,4741121,CUPID,2026-06-26
DIACABS,4747009,DIAMOND POWER INFRA,2026-06-26
JLHL,4749569,JUPITER LIFE LINE HOSP L,2026-06-26
MITTAL,4751873,MITTAL LIFE STYLE,2026-06-26
LTTS,4752385,L&T TECHNOLOGY SER.,2026-06-26
RRKABEL,4752897,R R KABEL,2026-06-26
GNA,4754177,GNA AXLES,2026-06-26
KIRLOSBROS,4756737,KIRLOSKAR BROTHERS,2026-06-26
EMSLIMITED,4759809,EMS,2026-06-26
ZAGGLE,4763649,ZAGGLE PREPA OCEAN SER L,2026-06-26
SAMHI,4765185,SAMHI HOTELS,2026-06-26
DIAMINESQ,4772865,DIAMINES & CHEMICALS,2026-06-26
ICICIPRULI,4774913,ICICI PRU LIFE INS CO,2026-06-26
MARATHON,4776705,MARATHON NXTGEN REALT,2026-06-26
NAVNIFINAV,4779777,NAVIAMC - NAVNIFINAV,2026-06-26
HPL,4781825,HPL ELECTRIC & POWER,2026-06-26
NUVAMA,4792577,NUVAMA WEALTH MANAGE,2026-06-26
SIGNATURE,4798209,SIGNATUREGLOBAL INDIA,2026-06-26
KALAMANDIR,4801281,SAI SILKS (KALAMANDIR) L,2026-06-26
YATRA,4802561,YATRA ONLINE,2026-06-26
IDFNIFTYET,4808449,BANDHAN NIFTY 50 ETF,2026-06-26
ENDURANCE,4818433,ENDURANCE TECHNO.,2026-06-26
TARAPUR,4819713,TARAPUR TRANSFORMERS,2026-06-26
NIRAJISPAT,4823041,NIRAJ ISPAT IND,2026-06-26
MAZDA,4829697,MAZDA,2026-06-26
SJVN,4834049,SJVN,2026-06-26
KSL,4835585,KALYANI STEELS,2026-06-26
PNBHOUSING,4840449,PNB HOUSING FIN,2026-06-26
VBL,4843777,VARUN BEVERAGES,2026-06-26
SUNDARAM,4846337,SUNDARAM MULTI PAP,2026-06-26
KINGFA,4849665,KINGFA SCI & TEC IND,2026-06-26
RAJRATAN,4854273,RAJRATAN GLOBAL WIRE,2026-06-26
KAPSTON,4855553,KAPSTON SERVICES,2026-06-26
UNIVASTU,4858113,UNIVASTU INDIA,2026-06-26
